PhotonEnergy_meV,Total_manning_prefactor_0,Total_manning_prefactor_0_5,Total_manning_prefactor_1,Total_manning_prefactor_1_5,Total_manning_prefactor_2,Optical_manning_prefactor_0,Optical_manning_prefactor_0_5,Optical_manning_prefactor_1,Optical_manning_prefactor_1_5,Optical_manning_prefactor_2,Piezoelectric_manning_prefactor_0,Piezoelectric_manning_prefactor_0_5,Piezoelectric_manning_prefactor_1,Piezoelectric_manning_prefactor_1_5,Piezoelectric_manning_prefactor_2
71.71,0.0634961153011037,0.00101998042250383,0.000299000224892415,0.000165066654779684,0.000146101217891228,0.0634955893344358,0.00101948690565923,0.000298106179840045,0.000161258773121828,0.000111966796733467,5.25966667944952e-07,4.93516844604745e-07,8.94045052370084e-07,3.80788165785564e-06,3.41344211577606e-05
71.72,0.065025244077544,0.00101529988229591,0.000298320409798229,0.000164829965594539,0.000145699687386083,0.0650247187504532,0.00101480663361301,0.000297425894120527,0.000161010298718105,0.000111834690135961,5.25327090751277e-07,4.93248682898894e-07,8.94515677701889e-07,3.81966687643392e-06,3.38649972501223e-05
71.73,0.0665743920334071,0.00101065142492482,0.000297642922430167,0.000164593917595049,0.000145300994680719,0.0665738673447145,0.00101015844375801,0.00029674793444688,0.00016076239826516,0.000111702817276952,5.24688692550911e-07,4.92981166808751e-07,8.94987983287657e-07,3.83151932988967e-06,3.35981774037668e-05
71.74,0.0681410399958564,0.00100603475860659,0.000296967752203684,0.00016435850954154,0.000144905143208729,0.068140515944386,0.00100554204431103,0.000296072290231241,0.000160515069996794,0.000111571177605324,5.24051470420067e-07,4.92714295566379e-07,8.95461972443197e-07,3.84343954474623e-06,3.33339656034047e-05
71.75,0.0697223282400913,0.00100144959485768,0.000296294888594387,0.000164123740206443,0.000144512135921088,0.0697218048246698,0.00100095714678927,0.000295398950945889,0.000160268312153598,0.000111439770571583,5.23415421444086e-07,4.92448068406724e-07,8.95937648498344e-07,3.85542805284458e-06,3.30723653495045e-05
71.76,0.0713150401104355,0.000996895648450388,0.000295624321137628,0.000163889608374328,0.000144121975284438,0.0713145173298928,0.00099640346596582,0.000294727906122831,0.000160022122982919,0.000111308595627854,5.22780542717411e-07,4.92182484567619e-07,8.96415014797006e-07,3.86748539140879e-06,3.28133796565844e-05
71.77,0.0729155881248757,0.000992372637369041,0.0002949560394281,0.000163656112841941,0.00014373466327971,0.0729150659780444,0.000991880719825751,0.000294059145353402,0.000159776500738828,0.000111177652227871,5.22146831343542e-07,4.91917543289768e-07,8.9689407469722e-07,3.87961210311246e-06,3.25570110518389e-05
71.78,0.0745200032698327,0.000987880282766755,0.000294290033119429,0.000163423252418236,0.000143350201401079,0.0745194817555483,0.000987388629522939,0.000293392658287858,0.00015953144368209,0.000111046939826977,5.21514284435009e-07,4.91653243816748e-07,8.97374831571211e-07,3.89180873614612e-06,3.23032615741021e-05
71.79,0.0761239282473056,0.000983418308922953,0.000293626291923781,0.000163191025924418,0.000142968590655266,0.0761234073644065,0.000982926919337558,0.000292728434634976,0.000159286950080133,0.000110916457882114,5.20882899113334e-07,4.91389585395e-07,8.9785728880544e-07,3.90407584428552e-06,3.20521327731521e-05
71.8,0.0777226154774455,0.000978986443201504,0.000292964805611462,0.000162959432193979,0.000142589831561179,0.077722095224773,0.00097849531663423,0.000292066464161661,0.000159043018207018,0.00011078620585182,5.20252672509001e-07,4.91126567273825e-07,8.98341449800663e-07,3.91641398696104e-06,3.18036257093591e-05
71.81,0.0793109306806523,0.000974584416009533,0.000292305564010523,0.000162728470072736,0.000142213924149899,0.0793104110570506,0.000974093551820828,0.000291406736692551,0.000158799646343408,0.00011065618319622,5.1962360176142e-07,4.90864188705378e-07,8.98827317971985e-07,3.92882372932803e-06,3.1557740953679e-05
71.82,0.0808833628586002,0.000970211960756858,0.000291648557006376,0.000162498138418876,0.000141840867965022,0.0808828438629162,0.000969721358307913,0.000290749242109627,0.000158556832776537,0.000110526389377025,5.18995684018894e-07,4.90602448944661e-07,8.9931489674892e-07,3.94130564233821e-06,3.1314478587997e-05
71.83,0.0824340414572636,0.000965868813816055,0.0002909937745414,0.000162268436102995,0.000141470662063345,0.0824335230883472,0.000965378472468805,0.000290093970351824,0.000158314575800183,0.000110396823857522,5.18368916438584e-07,4.90341347249522e-07,8.99804189575441e-07,3.95386030281212e-06,3.10738382058232e-05
71.84,0.0839567614213946,0.000961554714483147,0.000290341206614561,0.000162039362008147,0.000141103305015914,0.0839562436780985,0.000961064633600267,0.000289440911414651,0.000158072873714634,0.000110267486102573,5.17743296186479e-07,4.90080882880645e-07,9.00295199910043e-07,3.96648829351259e-06,3.08358189133415e-05
71.85,0.0854450167341154,0.000957269404938893,0.000289690843281032,0.000161810915029879,0.000140738794909421,0.0854444996152949,0.000956779583883791,0.000288790055349806,0.00015783172482666,0.000110138375578604,5.17118820437361e-07,4.89821055101545e-07,9.00787931225793e-07,3.97919020321937e-06,3.06004193308171e-05
71.86,0.0868920428738232,0.000953012630210669,0.00028904267465181,0.000161583094076288,0.000140377129347964,0.0868915263783368,0.00095252306834749,0.0002881413922648,0.000157591127449483,0.000110009491753604,5.16495486374771e-07,4.89561863178567e-07,9.01282387010389e-07,3.99196662680479e-06,3.03676375943607e-05
71.87,0.0882908684118694,0.000948784138134943,0.000288396690893347,0.000161355898068061,0.000140018305455173,0.0882903525385782,0.000948294834828562,0.000287494912322581,0.00015735107990275,0.000109880834097118,5.15873291190979e-07,4.89303306380876e-07,9.01778570766223e-07,4.0048181653106e-06,3.01374713580545e-05
71.88,0.0896343757194741,0.000944583679320314,0.000287752882227174,0.000161129325938525,0.000139662319876681,0.089633860467242,0.000944094633936334,0.000286850605741164,0.000157111580512499,0.000109752402080242,5.15252232086948e-07,4.89045383980455e-07,9.02276486010431e-07,4.01774542602593e-06,2.99099177964387e-05
71.89,0.0909153704552206,0.000940411007111125,0.000287111238929532,0.000160903376633701,0.000139309168782976,0.0909148558229143,0.000939922219015873,0.000286208462793257,0.000156872627611135,0.000109624195175616,5.14632306272306e-07,4.88788095252095e-07,9.02776136274956e-07,4.03074902256633e-06,2.96849736073603e-05
71.9,0.0921266591729335,0.000936265877551622,0.000286471751331008,0.00016067804911235,0.000138958847872602,0.0921261451594225,0.000935777346112148,0.000285568473805902,0.000156634219537396,0.000109496212857419,5.14013510965308e-07,4.88531439473396e-07,9.03277525106605e-07,4.04382957495419e-06,2.94626350151826e-05
71.91,0.0932611340352667,0.000932148049350663,0.00028583440981617,0.000160453342346027,0.000138611352375724,0.0932606206394233,0.000931659773934738,0.000284930629160103,0.000156396354636327,0.000109368454601367,5.13395843392808e-07,4.88275415924759e-07,9.03780656067104e-07,4.05698770970014e-06,2.92428977743565e-05
71.92,0.0943118632560683,0.000928057283846964,0.000285199204823205,0.000160229255319138,0.000138266677058052,0.0943113504767675,0.000927569263823075,0.000284294919290472,0.000156159031259252,0.000109240919884703,5.12779300790227e-07,4.88020023889379e-07,9.04285532733163e-07,4.07022405988583e-06,2.9025757173349e-05
71.93,0.0952721855429271,0.000923993344974865,0.000284566126843564,0.000160005787028993,0.000137924816225121,0.0952716733790467,0.000923505579712212,0.000283661334684868,0.000155922247763745,0.000109113608186193,5.12163880401518e-07,4.87765262653243e-07,9.04792158696532e-07,4.08353926524787e-06,2.88112080389281e-05
71.94,0.09613580649097,0.00091995599923062,0.000283935166421606,0.00015978293648586,0.000137585763726922,0.0961352949413905,0.000919468488099115,0.000283029865884042,0.000155686002513597,0.000108986518986123,5.11549579479136e-07,4.87511131505124e-07,9.0530053756406e-07,4.0969339722631e-06,2.85992447407999e-05
71.95,0.0968968946118143,0.000915945015639192,0.000283306314154244,0.000159560702713031,0.000137249512962881,0.096896383675419,0.000915457758009455,0.000282400503481287,0.000155450293878796,0.00010885965176629,5.10936395284006e-07,4.87257629736572e-07,9.05810672957757e-07,4.11040883423505e-06,2.83898611965913e-05
71.96,0.0975501744889193,0.000911960165721546,0.000282679560690598,0.000159339084746875,0.000136916056887175,0.0975496641645942,0.000911473160964904,0.000281773238122083,0.000155215120235493,0.00010873300601,5.10324325085493e-07,4.87004756641917e-07,9.06322568514851e-07,4.12396451138186e-06,2.81830508771746e-05
71.97,0.0980910144514551,0.000908001223462437,0.000282054896731647,0.000159118081636899,0.000136585388014389,0.0980905047380889,0.000907514470950919,0.000281148060503759,0.000154980479965974,0.000108606581202062,5.09713366161369e-07,4.86752511518256e-07,9.06836227887853e-07,4.13760167092542e-06,2.79788068123262e-05
71.98,0.0985155061680641,0.000904067965278681,0.000281432313029885,0.000158897692445818,0.000136257498425491,0.0985149970645482,0.000903581464385016,0.00028052496137514,0.000154746371458636,0.000108480376828781,5.09103515797781e-07,4.86500893665452e-07,9.07351654744614e-07,4.15132098718188e-06,2.77771215967097e-05
71.99,0.0988205336884675,0.000900160169987895,0.000280811800388977,0.00015867791624961,0.00013593237977413,0.0988200251936962,0.000899673920085508,0.000279903931536209,0.000154512793107957,0.000108354392377953,5.08494771289222e-07,4.86249902386129e-07,9.07868852768388e-07,4.16512314165359e-06,2.75779873961768e-05
72,0.0990038297064471,0.000896277618777707,0.000280193349663427,0.000158458752137589,0.000135610023293238,0.0990033218193171,0.000895791619240721,0.000279284961837769,0.000154279743314467,0.000108228627338863,5.07887129938499e-07,4.85999536985667e-07,9.08387825657892e-07,4.17900882312245e-06,2.73813959543753e-05
72.01,0.0990640171759299,0.000892420095175427,0.000279576951758234,0.000158240199212468,0.000135290419801928,0.0990635098953409,0.000891934345378655,0.000278668043181107,0.000154047220484723,0.000108103081202276,5.07280589056701e-07,4.85749796772195e-07,9.08908577127371e-07,4.1929787277446e-06,2.71873385996515e-05
72.02,0.0990006348682225,0.000888587385018166,0.000278962597628564,0.00015802225659043,0.000134973559712674,0.0990001281930766,0.000888101884337109,0.000278053166517657,0.000153815223031283,0.000107977753460434,5.06675145963172e-07,4.85500681056588e-07,9.09431110906656e-07,4.20703355914667e-06,2.69958062522395e-05
72.03,0.0988141459909311,0.000884779276423394,0.000278350278279413,0.000157804923401198,0.000134659433038772,0.0988136399201331,0.000884294024234241,0.000277440322848672,0.000153583749372674,0.000107852643607051,5.06070797985475e-07,4.85252189152462e-07,9.09955430741233e-07,4.22117402852351e-06,2.6806789431721e-05
72.04,0.0985059295698943,0.000880995559759943,0.000277739984765288,0.000157588198788108,0.000134348029402052,0.0985054241023518,0.000880510555439567,0.000276829503224895,0.00015335279793337,0.000107727751137305,5.05467542459365e-07,4.85004320376169e-07,9.10481540392296e-07,4.23540085473734e-06,2.66202782647476e-05
72.05,0.098078254892778,0.000877236027619432,0.000277131708189869,0.000157372081908181,0.000134039338040846,0.0980777500274013,0.000876751270545385,0.000276220698746232,0.000153122367143763,0.000107603075547837,5.04865376728761e-07,4.84757074046791e-07,9.11009443636818e-07,4.24971476441849e-06,2.64362624930091e-05
72.06,0.0975342398937681,0.000873500474788111,0.000276525439705696,0.000157156571932203,0.000133733347818181,0.0975337356294699,0.000873015964338625,0.000275613900561429,0.000152892455440135,0.000107478616336743,5.04264298145709e-07,4.84510449486138e-07,9.11539144267614e-07,4.26411649206776e-06,2.62547314814381e-05
72.07,0.096877794891292,0.000869788698219127,0.000275921170513842,0.000156941668044796,0.000133430047230208,0.096877291226988,0.000869304433773108,0.000275009099867749,0.000152663061264636,0.000107354373003572,5.03664304070358e-07,4.8426444601874e-07,9.12070646093402e-07,4.27860678016024e-06,2.60756742266369e-05
72.08,0.096113553547017,0.000866100497005189,0.000275318891863597,0.000156727369444502,0.000133129424414829,0.0961130504816251,0.000865616477942218,0.000274406287910658,0.000152434183065252,0.000107230345049315,5.03065391870927e-07,4.84019062971843e-07,9.12603952938868e-07,4.29318637925088e-06,2.58990793655138e-05
72.09,0.09524679327257,0.000862435672351641,0.00027471859505215,0.000156513675343864,0.000132831467160526,0.0952462908050111,0.000861951898051965,0.000273805455983505,0.000152205819295782,0.000107106531976408,5.02467558923679e-07,4.8377429967541e-07,9.13139068644732e-07,4.30785604808163e-06,2.57249351841181e-05
72.1,0.0942833475560053,0.000858794027549919,0.000274120271424276,0.000156300584969505,0.000132536162915381,0.0942828456852026,0.000858310497394457,0.000273206595427208,0.000151977968415814,0.00010698293328872,5.01870802612885e-07,4.83530155462103e-07,9.13675997067812e-07,4.32261655369024e-06,2.55532296266605e-05
72.11,0.0932295128066223,0.000855175367951405,0.000273523912372027,0.000156088097562214,0.000132243498796261,0.093229011531502,0.000854692081321738,0.000272609697629946,0.000151750628890694,0.000106859548491553,5.01275120330799e-07,4.83286629667294e-07,9.1421474208109e-07,4.33746867152085e-06,2.53839503047081e-05
72.12,0.0920919523259947,0.000851579500941656,0.000272929509334419,0.000155876212377038,0.000131953461598177,0.0920914516454852,0.000851096457220027,0.000272014754026845,0.000151523799191501,0.000106736377091634,5.00680509477628e-07,4.83043721629049e-07,9.14755307573776e-07,4.35241318553624e-06,2.52170845065433e-05
72.13,0.0908775999139462,0.000848006235915009,0.000272337053797129,0.00015566492868336,0.000131666037803786,0.0908770998269788,0.000847523434484321,0.000271421756099678,0.000151297477795028,0.000106613418597111,5.00086967461504e-07,4.8280143068813e-07,9.15297697451375e-07,4.36745088833188e-06,2.50526192066758e-05
72.14,0.089593565425554,0.000844455384249553,0.000271746537292189,0.000155454245764998,0.000131381213593046,0.0895930659310623,0.000843972824493365,0.000270830695376553,0.000151071663183746,0.000106490672517548,4.99494491698451e-07,4.82559756187985e-07,9.15841915635754e-07,4.38258258125172e-06,2.48905410754979e-05
72.15,0.0882470443280896,0.000840926759282465,0.000271157951397683,0.000155244162920294,0.000131098974852994,0.0882465454250099,0.00084044444058499,0.000270241563431618,0.000150846353845788,0.000106368138363921,4.98903079612358e-07,4.82318697474747e-07,9.16387966065209e-07,4.39780907450597e-06,2.47308364890736e-05
72.16,0.0868452329864818,0.000837420176285701,0.000270571287737452,0.000155034679462207,0.000130819307187665,0.0868447346737532,0.000836938098031804,0.000269654351884757,0.000150621548274916,0.000106245815648612,4.98312728634951e-07,4.82078253897232e-07,9.1693585269453e-07,4.41313118729053e-06,2.45734915390533e-05
72.17,0.0853952510542213,0.000833935452442038,0.000269986537980789,0.000154825794718412,0.000130542195928108,0.0853947533307851,0.000833453614017231,0.000269069052401294,0.000150397244970504,0.000106123703885405,4.97723436205765e-07,4.81838424806925e-07,9.1748557949507e-07,4.42854974790844e-06,2.44184920427037e-05
72.18,0.0839040719843685,0.00083047240682146,0.000269403693842151,0.000154617508031398,0.000130267626142526,0.0839035748491688,0.000829990807611902,0.000268485656691696,0.000150173442437504,0.000106001802589479,4.9713519977211e-07,4.81599209557988e-07,9.18037150454815e-07,4.44406559389328e-06,2.42658235530466e-05
72.19,0.0823784623208548,0.000827030860357883,0.000268822747080863,0.000154409818758563,0.000129995582646506,0.082377965772838,0.000826549499750376,0.000267904156511285,0.000149950139186429,0.000105880111277409,4.96548016789051e-07,4.81360607507246e-07,9.18590569578443e-07,4.45967957213447e-06,2.41154713690971e-05
72.2,0.0808249300987266,0.000823610635826212,0.000268243689500829,0.000154202726272327,0.000129726050013345,0.0808244341368419,0.000823129513208198,0.000267324543659941,0.000149727333733322,0.000105758629467151,4.9596188471937e-07,4.81122618014184e-07,9.19145840887412e-07,4.47539253900459e-06,2.39674205461937e-05
72.21,0.0792496823848683,0.00082021155781973,0.000267666512950238,0.000153996229960225,0.000129459012584462,0.0792491870080673,0.000819730672579289,0.000266746809981818,0.000149505024599736,0.00010563735667805,4.95376801033548e-07,4.80885240440949e-07,9.19702968420002e-07,4.49120536048875e-06,2.38216559064126e-05
72.22,0.0776585917357406,0.000816833452727805,0.000267091209321287,0.000153790329225024,0.00012919445447988,0.0776580969429774,0.000816352804253653,0.000266170947365056,0.000149283210312708,0.000105516292430823,4.94792763209727e-07,4.80648474152337e-07,9.2026195623141e-07,4.50711891231608e-06,2.36781620490573e-05
72.23,0.0760571711399432,0.00081347614871392,0.000266517770549889,0.000153585023484826,0.00012893235960878,0.0760566769301745,0.000812995736395404,0.000265596947741495,0.000149061889404733,0.000105395436247563,4.94209768733689e-07,4.80412318515796e-07,9.20822808393801e-07,4.52313408009318e-06,2.35369233612174e-05
72.24,0.0744505568519399,0.000810139475694005,0.000265946188615394,0.000153380312173181,0.000128672711680116,0.0744500632241248,0.000809659298921103,0.000265024803086397,0.000148841060413741,0.00010527478765173,4.93627815098824e-07,4.80176772901413e-07,9.21385528996392e-07,4.53925175943995e-06,2.33979240283853e-05
72.25,0.0728434984075064,0.00080682326531509,0.000265376455540309,0.000153176194739201,0.000128415494213275,0.0728430053606066,0.000806343323478408,0.000264454505418164,0.000148620721883074,0.000105154346168149,4.93046899806104e-07,4.7994183668192e-07,9.21950122145509e-07,4.55547285612742e-06,2.32611480451258e-05
72.26,0.0712403550378418,0.000803527350934251,0.000264808563390022,0.000152972670647678,0.000128160690548789,0.0712398625708214,0.000803047643425018,0.000263886046798058,0.00014840087236146,0.000105034111323001,4.92467020364057e-07,4.79707509232683e-07,9.22516591964673e-07,4.57179828621791e-06,2.31265792257871e-05
72.27,0.0696450976629506,0.000800251567597851,0.000264242504272523,0.000152769739379198,0.00012790828385907,0.0696446057747763,0.000799772093807919,0.000263319419329928,0.000148181510402991,0.000104914082643824,4.91888174288735e-07,4.79473789931699e-07,9.23084942594656e-07,4.58822897620744e-06,2.29942012152457e-05
72.28,0.068061315640223,0.000796995752021087,0.000263678270338131,0.000152567400430266,0.00012765825715918,0.0680608243298639,0.000796516511342927,0.000262754615159937,0.000147962634567096,0.000104794259659504,4.91310359103689e-07,4.79240678159592e-07,9.23655178193564e-07,4.6047658631705e-06,2.28639974996757e-05
72.29,0.0664922274651764,0.000793759742567807,0.000263115853779224,0.00015236565331343,0.000127410593317604,0.0664917367316041,0.000793280734394507,0.000262191626476287,0.000147744243418522,0.000104674641900271,4.90733572339944e-07,4.79008173299611e-07,9.24227302936904e-07,4.62140989490708e-06,2.27359514173329e-05
72.3,0.0649406946622434,0.000790543379230625,0.00026255524682997,0.000152164497557401,0.000127165275067041,0.0649402045044318,0.000790064602955888,0.000261630445508953,0.000147526335527308,0.000104555228897697,4.90157811535967e-07,4.78776274737619e-07,9.24801321017657e-07,4.63816203009224e-06,2.26100461693442e-05
72.31,0.0634092381588511,0.00078734650361131,0.000261996441766058,0.000151963932707189,0.000126922285015181,0.0634087485757768,0.000786867958629448,0.000261071064529411,0.000147308909468761,0.000104436020184689,4.89583074237644e-07,4.78544981862098e-07,9.25377236646351e-07,4.65502323842807e-06,2.24862648304917e-05
72.32,0.061900056500952,0.000784168958901442,0.00026143943090443,0.00015176395832423,0.000126681605655468,0.061899567491594,0.000783690644607378,0.000260513475850379,0.000147091963823432,0.000104317015295485,4.89009357998251e-07,4.78314294064139e-07,9.25955054051136e-07,4.67199450079811e-06,2.23645903599832e-05
72.33,0.0604150453384506,0.000781010589863351,0.000260884206603025,0.00015156457398652,0.000126443219377846,0.0604145569017902,0.000780532505652614,0.000259957671825547,0.000146875497177096,0.000104198213765649,4.88436660378427e-07,4.78084210737439e-07,9.26534777477854e-07,4.68907680942441e-06,2.22450056121968e-05
72.34,0.0589558176811461,0.000777871242811313,0.000260330761260507,0.000151365779288755,0.00012620710847946,0.0589553298161672,0.000777393388080035,0.000259403644849317,0.000146659508120727,0.000104079615132068,4.87864978946148e-07,4.77854731278296e-07,9.27116411190116e-07,4.70627116802716e-06,2.21274933473911e-05
72.35,0.0575237244971314,0.000774750765593007,0.000259779087316016,0.000151167573842463,0.000125973255175318,0.0575232372028201,0.000774273139737922,0.000258851387356546,0.000146443995250476,0.000103961218932947,4.87294311276702e-07,4.77625855085609e-07,9.27699959469378e-07,4.72357859198687e-06,2.20120362423706e-05
72.36,0.0561198752939539,0.000771649007571238,0.000259229177248902,0.000150969957276156,0.000125741641608898,0.056119388569299,0.000771171609989677,0.000258300891822287,0.000146228957167647,0.000103843024707802,4.86724654952657e-07,4.77397581560867e-07,9.28285426615009e-07,4.74100010850943e-06,2.18986169010959e-05
72.37,0.0547451583867714,0.000768565819605898,0.000258681023578474,0.000150772929235467,0.000125512249862688,0.0547446722307639,0.00076808864969579,0.000257752150761529,0.000146014392478673,0.000103725031997458,4.86156007563843e-07,4.77169910108154e-07,9.28872816944374e-07,4.75853675679377e-06,2.17872178652296e-05
72.38,0.0534002606162352,0.000765501054036195,0.000258134618863743,0.0001505764893833,0.000125285061968654,0.0533997750278685,0.000765024111196061,0.00025720515672895,0.000145800299795098,0.000103607240344047,4.85588366707314e-07,4.76942840134135e-07,9.29462134792906e-07,4.77618958820245e-06,2.16778216246074e-05
72.39,0.0520856863313612,0.000762454564663113,0.000257589955703175,0.000150380637399985,0.000125060059918622,0.0520852013096313,0.000761977848292065,0.000256659902318661,0.00014558667773355,0.000103489649290996,4.85021729987336e-07,4.7671637104806e-07,9.30053384514183e-07,4.79395966643495e-06,2.15704106276262e-05
72.4,0.0508017754989823,0.000759426206732116,0.000257047026734433,0.000150185372983426,0.00012483722567457,0.0508012910428873,0.000758949716229854,0.000256116380163953,0.000145373524915722,0.00010337225838303,4.84456095015351e-07,4.76490502261756e-07,9.30646570480001e-07,4.81184806770403e-06,2.146496729154e-05
72.41,0.0495487208415755,0.000756415836916096,0.000256505824634136,0.000149990695849263,0.000124616541178819,0.0495482369501161,0.000755939571682907,0.000255574582937056,0.000145160839968348,0.000103255067166166,4.83891459409953e-07,4.76265233189625e-07,9.31241697080459e-07,4.82985588091502e-06,2.13614740126531e-05
72.42,0.0483265839395588,0.000753423313298551,0.000255966342117609,0.000149796605731027,0.00012439798836411,0.048326100611738,0.000752947272735303,0.000255034503348885,0.000144948621523179,0.000103138075187704,4.83327820796861e-07,4.76040563248637e-07,9.31838768724028e-07,4.84798420784808e-06,2.12599131764061e-05
72.43,0.0471353102629408,0.00075044849535699,0.000255428571938639,0.00014960310238031,0.000124181549163571,0.0471348274977639,0.000749972678865132,0.000254496134148802,0.000144736868216966,0.000103021281996228,4.82765176808899e-07,4.75816491858332e-07,9.32437789837633e-07,4.86623416334364e-06,2.11602671673423e-05
72.44,0.0459747431209438,0.000747491243946569,0.000254892506889232,0.000149410185566925,0.000123967205520551,0.0459742609174187,0.000747015650928129,0.000253959468124365,0.000144525578691435,0.000102904687141601,4.82203525085966e-07,4.75593018440808e-07,9.33038764866731e-07,4.88460687549088e-06,2.10625183789506e-05
72.45,0.0448446365374156,0.000744551421283953,0.000254358139799371,0.000149217855079082,0.000123754939398331,0.0448441548945524,0.000744076051141532,0.000253424498101095,0.000144314751593263,0.000102788290174956,4.81642863275009e-07,4.75370142420726e-07,9.33641698275389e-07,4.90310348581958e-06,2.09666492233758e-05
72.46,0.0437446670750261,0.000741628890931387,0.00025382546353678,0.000149026110723556,0.000123544732789686,0.043744185991837,0.000741153743068162,0.000252891216942233,0.000144104385574061,0.000102672090648697,4.81083189029999e-07,4.75147863225298e-07,9.34246594546365e-07,4.92172514949504e-06,2.08726421409893e-05
72.47,0.0426744446429262,0.000738723517780998,0.000253294471006682,0.000148834952325867,0.00012333656772631,0.0426739641184262,0.000738248591600714,0.000252359617548501,0.000143894479290351,0.000102556088116494,4.80524500011909e-07,4.74926180284289e-07,9.34853458181183e-07,4.94047303551653e-06,2.07804796098157e-05
72.48,0.0416335223312317,0.000735835168039296,0.000252765155151569,0.00014864437973046,0.000123130426288081,0.0416330423644378,0.000735360462946266,0.000251829692857869,0.000143685031403541,0.000102440282133275,4.79966793888684e-07,4.74705093030012e-07,9.35462293700217e-07,4.95934832691902e-06,2.06901441548061e-05
72.49,0.0406214053218283,0.000732963709211894,0.000252237508950961,0.000148454392800889,0.000122926290612181,0.0406209259117599,0.000732489224610997,0.000251301435845318,0.000143476040579911,0.000102324672255225,4.79410068335218e-07,4.7448460089732e-07,9.36073105642771e-07,4.9783522209784e-06,2.06016183569556e-05
72.5,0.0396375589290217,0.000730109010088433,0.000251711525421177,0.000148264991420003,0.000122724142902039,0.0396370800747007,0.000729634745385109,0.00025077483952261,0.000143267505490582,0.000102209258039782,4.78854321033331e-07,4.74264703323609e-07,9.36685898567161e-07,4.99748592942028e-06,2.05148848622567e-05
72.51,0.0386814158258284,0.000727270940727704,0.000251187197615108,0.000148076175490138,0.000122523965436116,0.0386809375262788,0.000726796895327955,0.000250249896938058,0.000143059424811505,0.000102094039045631,4.7829954967174e-07,4.74045399748811e-07,9.37300677050788e-07,5.01675067863239e-06,2.04299263904851e-05
72.52,0.037752382512573,0.000724449372442981,0.000250664518621982,0.000147887944933313,0.000122325740576511,0.0377519047668211,0.000723975545753365,0.000249726601176292,0.000142851797223433,0.000101979014832699,4.77745751946036e-07,4.73826689615388e-07,9.37917445690236e-07,5.03614770988053e-06,2.03467257438124e-05
72.53,0.0368498450842037,0.000721644177787539,0.000250143481567139,0.00014770029969143,0.000122129450777395,0.0368493678912781,0.00072117056921517,0.000249204945358038,0.000142644621411901,0.000101864184962154,4.7719292555866e-07,4.73608572368334e-07,9.38536209101335e-07,5.0556782795285e-06,2.02652658152405e-05
72.54,0.0359731743516144,0.000718855230540377,0.000249624079611807,0.000147513239726471,0.000121935078593254,0.0359726977105461,0.000718381839492921,0.000248684922639888,0.00014243789606721,0.0001017495489964,4.7664106821888e-07,4.73391047455164e-07,9.3915697191926e-07,5.07534365926161e-06,2.01855295968548e-05
72.55,0.0351217303704779,0.000716082405692125,0.000249106305952876,0.000147326765020714,0.000121742606686958,0.0351212542803003,0.000715609231577799,0.000248166526214077,0.000142231619884399,0.000101635106499068,4.76090177642762e-07,4.73174114325917e-07,9.39779738798605e-07,5.09514513631427e-06,2.01075001878899e-05
72.56,0.034294866428828,0.000713325579431143,0.000248590153822676,0.000147140875576934,0.000121552017837626,0.0342943908885764,0.00071285262165871,0.000247649749308262,0.000142025791563232,0.000101520857035021,4.75540251553148e-07,4.7295777243315e-07,9.40404514413471e-07,5.11508401370148e-06,2.00311608026052e-05
72.57,0.0334919325420269,0.000710584629129804,0.000248075616488757,0.000146955571418626,0.000121363294948308,0.0334914575507392,0.000710111887108572,0.0002471345851853,0.000141820409808172,0.00010140680017034,4.74991287679635e-07,4.72742021231934e-07,9.41031303457542e-07,5.13516161045427e-06,1.99564947779673e-05
72.58,0.0327122785009397,0.000707859433330956,0.000247562687253671,0.00014677085259022,0.000121176421053462,0.0327118040576559,0.000707386906470776,0.000246621027143026,0.000141615473328361,0.000101292935472328,4.74443283758545e-07,4.72526860179851e-07,9.41660110644184e-07,5.15537926185959e-06,1.98834855811335e-05
72.59,0.0319552565161987,0.000705149871734572,0.00024705135945475,0.000146586719157307,0.000120991379326235,0.0319547826199612,0.000704677559445835,0.000246109068514043,0.000141410980837603,0.0001011792625095,4.73896237532904e-07,4.72312288736989e-07,9.42290940706518e-07,5.17573831970395e-06,1.98121168167354e-05
72.6,0.0312202234984698,0.00070245582518457,0.000246541626463894,0.000146403171206863,0.00012080815308554,0.031219750148323,0.000701983726878205,0.000245598702665497,0.000141206931054341,0.000101065780851582,4.73350146752419e-07,4.72098306365941e-07,9.42923798397507e-07,5.19624015252181e-06,1.97423722339586e-05
72.61,0.0305065430116706,0.000699777175655811,0.000246033481687359,0.000146220208847489,0.000120626725802923,0.0305060702066614,0.000699305290743279,0.000245089922998869,0.00014100332270164,0.000100952490069507,4.7280500917345e-07,4.71884912531799e-07,9.43558688490049e-07,5.21688614584811e-06,1.9674235733416e-05
72.62,0.029813586933204,0.000697113806241266,0.000245526918565535,0.000146037832209638,0.000120447081109221,0.0298131146723814,0.000696642134134563,0.000244582722949758,0.000140800154507163,0.000100839389735409,4.72260822558994e-07,4.71672106702153e-07,9.44195615777055e-07,5.23767770247529e-06,1.96076913738124e-05
